country,revision_cause,deficit_2005,deficit_2006,deficit_2007,deficit_2008,debt_2005,debt_2006,debt_2007,debt_2008
Belgium,Revision in deficit/surplus and debt ratios,0.0,-0.1,0.0,0.0,-0.1,0.2,0.3,0.3
Belgium,- due to revision of deficit/surplus or debt,0.0,-0.1,0.0,0.0,0.2,0.2,0.3,0.3
Belgium,- due to revision of GDP,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0
Bulgaria,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Bulgaria,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Bulgaria,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,-0.6,-0.1,-0.2,0.0,0.1
Czech,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,-0.6,-0.1,-0.1,0.1,0.0
Czech,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.1
Denmark,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.1
Denmark,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0
Denmark,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Germany,Revision in deficit/surplus and debt ratios,0.0,-0.1,0.4,0.2,0.1,0.0,-0.1,0.0
Germany,- due to revision of deficit/surplus or debt,0.0,-0.1,0.4,0.2,0.1,0.1,0.0,0.1
Germany,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1
Estonia,Revision in deficit/surplus and debt ratios,0.1,-0.6,-0.1,0.2,0.1,0.2,0.3,-0.2
Estonia,- due to revision of deficit/surplus or debt,0.1,-0.6,0.0,0.2,0.1,0.2,0.4,-0.1
Estonia,- due to revision of GDP,0.0,0.0,-0.1,0.0,0.0,0.0,-0.1,-0.1
Ireland,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.9
Ireland,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.1,0.1,0.1,0.1,-0.1
Ireland,- due to revision of GDP,0.0,0.0,0.0,-0.2,0.0,0.1,0.1,0.9
Greece,Revision in deficit/surplus and debt ratios,-0.1,-0.1,0.0,-2.7,1.2,1.3,0.7,1.6
Greece,- due to revision of deficit/surplus or debt,0.0,-0.1,0.0,-2.6,0.0,0.0,0.0,0.0
Greece,- due to revision of GDP,-0.1,0.0,0.0,-0.1,1.2,1.3,0.7,1.6
Spain,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.3,-0.2,0.0,-0.1,-0.1,0.2
Spain,- due to revision of deficit/surplus or debt,0.0,0.0,-0.3,-0.2,0.0,0.0,0.0,0.0
Spain,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.2
France,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
France,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
France,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,0.0,0.0,-1.1,-0.7
Cyprus,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Cyprus,- due to revision of GDP,0.0,0.0,-0.1,0.0,0.0,0.0,-1.1,-0.9
Latvia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,-0.2,0.0,0.0,0.0,0.1
Latvia,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,-0.2,0.0,0.0,0.0,0.1
Latvia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Lithuania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Luxembourg,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,-0.2,-0.3,-1.1
Luxembourg,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.1,0.0,-0.1,-0.1,-0.1
Luxembourg,- due to revision of GDP,0.0,0.0,-0.1,-0.2,0.0,0.0,-0.2,-1.0
Hungary,Revision in deficit/surplus and debt ratios,-0.1,-0.1,-0.1,-0.4,0.0,0.1,0.0,-0.1
Hungary,- due to revision of deficit/surplus or debt,-0.1,-0.1,-0.1,-0.4,0.0,0.0,0.0,0.1
Hungary,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.2
Malta,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.4,-0.1,0.0,-0.3
Malta,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
Malta,- due to revision of GDP,0.0,0.0,0.0,0.0,0.4,-0.1,0.0,-0.2
Netherlands,Revision in deficit/surplus and debt ratios,0.0,-0.1,-0.2,-0.3,0.0,0.0,-0.2,0.0
Netherlands,- due to revision of deficit/surplus or debt,0.0,-0.1,-0.2,-0.3,0.0,0.0,0.0,0.1
Netherlands,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1
Austria,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.2,0.3,0.0,0.1
Austria,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.1
Austria,- due to revision of GDP,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.1
Poland,Revision in deficit/surplus and debt ratios,0.2,0.3,0.0,0.2,0.0,0.1,0.1,0.1
Poland,- due to revision of deficit/surplus or debt,0.2,0.3,0.0,0.2,0.0,0.1,0.2,0.2
Poland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Portugal,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.0,0.1,-0.1
Portugal,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Portugal,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1
Romania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.0
Romania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Romania,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Slovenia,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.4,-0.9,0.0,0.0,-0.1,-0.4
Slovenia,- due to revision of deficit/surplus or debt,0.0,0.0,-0.4,-0.9,0.0,0.0,0.0,-0.4
Slovenia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Slovakia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.3,0.4,0.1,0.1,0.7
Finland,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.2,0.4,0.1,0.1,0.5
Finland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Sweden,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
