country,revision_cause,deficit_2009,deficit_2010,deficit_2011,debt_2009,debt_2010,debt_2011
Belgium,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,0.0
Bulgaria,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.0,0.0,0.0
Bulgaria,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Czech,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Czech,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Czech,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.1,-0.2,-0.2
Denmark,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,- due to revision of GDP,0.0,0.0,0.0,0.1,-0.2,-0.2
Germany,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,-0.1,-0.1
Germany,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,-0.1,-0.1
Germany,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.1
Estonia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.1
Estonia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,Revision in deficit/surplus and debt ratios,0.1,0.0,0.0,-0.1,0.0,0.0
Ireland,- due to revision of deficit/surplus or debt,0.1,0.0,0.0,-0.1,0.0,0.0
Ireland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Greece,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,0.0,-0.2
Greece,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.0,0.0,-0.2
Greece,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Spain,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Spain,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Spain,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
France,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,0.0,-0.2
France,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.0,0.0,0.0
France,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.2
Italy,Revision in deficit/surplus and debt ratios,-0.1,0.0,0.1,0.0,0.1,0.1
Italy,- due to revision of deficit/surplus or debt,-0.1,0.0,0.1,0.0,0.0,0.0
Italy,- due to revision of GDP,0.0,0.0,0.0,0.0,0.1,0.1
Cyprus,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.2,-0.1,-0.4
Latvia,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.2,-0.1,-0.4
Latvia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,Revision in deficit/surplus and debt ratios,0.0,-0.1,0.1,0.0,0.0,0.0
Luxembourg,- due to revision of deficit/surplus or debt,0.0,-0.1,0.1,0.0,0.0,0.0
Luxembourg,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,Revision in deficit/surplus and debt ratios,0.0,0.1,-0.1,0.0,0.0,0.0
Hungary,- due to revision of deficit/surplus or debt,0.0,0.1,-0.1,0.0,0.0,0.0
Hungary,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Malta,Revision in deficit/surplus and debt ratios,0.2,0.0,-0.1,-1.3,-0.9,-0.6
Malta,- due to revision of deficit/surplus or debt,0.1,0.0,-0.1,0.0,0.0,0.0
Malta,- due to revision of GDP,0.1,0.0,0.0,-1.3,-0.9,-0.6
Netherlands,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Austria,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,0.0
Austria,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.0,0.0,0.0
Austria,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Poland,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,-0.2
